0.0;0.0.1;5.0;6.0;7.0;y
287.0;16.872;16.437;-0.841;-0.517;-0.473
276.0;16.776;16.352;-0.976;-0.562;-0.489
284.0;;16.395;-0.026000000000000002;0.8029999999999999;-0.8740000000000001
825.0;16.509999999999998;17.307000000000002;-0.816;-0.787;-0.222
527.0;15.739;16.354;-0.478;0.05;-0.11199999999999999
309.0;16.722;16.168;-0.8390000000000001;-0.381;-0.687
921.0;16.137999999999998;16.641;-0.293;-0.519;-1.055
463.0;15.819;15.489;-1.126;-0.45;-0.648
867.0;15.92;15.708;-0.537;-0.54;-0.6629999999999999
502.0;15.529000000000002;16.938;0.239;0.342;-1.036
516.0;15.831;16.362000000000002;-0.34299999999999997;-0.049;-0.33899999999999997
295.0;15.686;16.532;-0.068;0.8140000000000001;-0.917
881.0;16.000999999999998;15.873;-0.634;-0.4;-0.505
437.0;15.93;16.683;0.243;0.6890000000000001;-1.45
944.0;15.951;16.730999999999998;-0.9309999999999999;-0.141;-1.087
933.0;15.992;16.712;-0.879;-0.201;-1.0659999999999998
275.0;16.838;17.645;-0.447;-0.518;-0.52
836.0;17.148;17.467;-0.664;-0.9159999999999999;-0.27899999999999997
110.0;15.686;16.762999999999998;0.158;-0.193;-1.3419999999999999
955.0;15.906;16.535999999999998;-1.023;-0.127;-1.1420000000000001
99.0;15.523;17.057000000000002;0.424;-0.264;-1.195
317.0;15.503;16.709;-0.03;0.861;-0.7040000000000001
507.0;15.597;15.384;-0.787;-0.382;-0.696
966.0;15.855;16.477999999999998;-1.183;-0.24;-0.887
525.0;15.349;16.546;-0.3;0.094;-1.3430000000000002
342.0;16.381999999999998;17.535;-0.389;-0.342;-1.2790000000000001
728.0;17.988;16.359;0.456;0.3720000000000001;-0.9390000000000001
264.0;16.965999999999998;17.622;-0.361;-0.46799999999999997;-0.74
386.0;16.596;17.456;0.068;0.381;-1.494
903.0;16.034000000000002;15.809;-0.44799999999999995;-0.397;-0.769
286.0;16.61;17.504;-0.65;-0.604;-0.295
505.0;15.885;16.329;-0.252;-0.12300000000000001;-0.53
738.0;17.039;17.012;0.34700000000000003;-0.015;-0.425
320.0;16.457;15.555;-0.8029999999999999;-0.256;-0.65
481.0;15.529000000000002;16.539;0.04;0.142;-1.555
306.0;15.558;16.679000000000002;-0.14;0.774;-0.828
782.0;17.081;16.833;0.501;0.048;-0.134
749.0;17.059;16.924;0.466;0.01;-0.342
847.0;17.473;17.229;-0.687;-0.8079999999999999;-0.354
792.0;16.585;17.027;-0.701;-0.66;-0.418
331.0;16.156;17.245;-0.8109999999999999;-0.506;-1.128
319.0;16.307000000000002;17.502;-0.804;-0.763;-0.34600000000000003
771.0;17.096;16.805;0.568;0.040999999999999995;-0.114
375.0;16.605999999999998;17.644000000000005;0.109;0.2;-1.507
308.0;16.311;17.514;-0.752;-0.6970000000000001;-0.355
572.0;16.634;17.226;0.524;0.293;-0.858
492.0;15.525;16.445;0.22399999999999998;0.10300000000000001;-1.3359999999999999
200.0;18.109;16.262999999999998;0.3720000000000001;0.39;-0.376
353.0;16.482;17.678;-0.109;-0.016;-1.501
273.0;15.84;16.477;-0.272;0.784;-0.9990000000000001
760.0;17.043;16.836;0.5429999999999999;0.036000000000000004;-0.23199999999999998
297.0;16.515;17.48;-0.6629999999999999;-0.602;-0.318
427.0;14.931;16.145;0.308;1.001;-1.412
364.0;16.573999999999998;17.686;0.07;0.081;-1.483
121.0;15.842;16.955;0.395;-0.32799999999999996;-1.52
837.0;16.621000000000002;16.051;-0.6809999999999999;-0.098;-0.405
673.0;17.333;16.352;0.163;0.55;-0.688
416.0;14.98;15.936;0.373;0.631;-1.4069999999999998
717.0;16.953;16.507;0.044000000000000004;0.302;-0.731
503.0;15.42;16.498;0.11699999999999999;0.18100000000000002;-1.256
977.0;15.789;16.496;-1.219;-0.23800000000000002;-0.7979999999999999
518.0;15.456;15.197;-0.7090000000000001;-0.22899999999999998;-0.546
769.0;16.671;16.278;0.121;0.17600000000000002;-0.159
910.0;16.143;16.65;-0.28300000000000003;-0.46799999999999997;-0.983
438.0;14.92;16.226;0.14400000000000002;0.851;-1.319
496.0;15.684000000000001;15.383;-0.633;-0.621;-0.6709999999999999
662.0;17.305;16.372;0.08800000000000001;0.63;-0.721
530.0;17.495;16.824;-0.162;0.18100000000000002;-0.363
934.0;16.549;16.266;-0.215;0.006;-1.082
277.0;;15.661;-0.652;-0.41700000000000004;-0.24600000000000002
950.0;16.948;16.724;-0.237;-0.175;-0.315
684.0;17.384999999999998;16.345;0.298;0.456;-0.62
914.0;16.083;15.81;-0.242;-0.633;-0.62
339.0;15.306;16.298;0.45399999999999996;0.001;-0.264
870.0;15.987;15.976;-0.565;-0.588;-0.34299999999999997
513.0;15.531;16.883;0.374;0.5770000000000001;-0.9079999999999999
460.0;14.789;16.226;0.127;0.89;-1.389
328.0;15.456;16.884;-0.094;0.885;-0.45899999999999996
491.0;15.503;16.986;0.136;0.597;-1.087
989.0;16.709;16.557000000000002;-0.22699999999999998;0.115;-1.046
747.0;16.735;16.336;0.048;0.134;-0.16
541.0;17.367;16.907;-0.402;-0.04;-0.366
350.0;15.292;16.176;0.552;0.004;-0.168
945.0;16.567999999999998;16.425;-0.193;0.012;-1.166
736.0;16.791;16.313;0.067;0.077;-0.163
211.0;18.186;16.554000000000002;0.237;0.426;-0.184
;16.758;16.337;0.115;0.272;-0.205
387.0;17.048000000000002;16.852999999999998;-0.319;-0.08199999999999999;-1.456
727.0;17.087;17.17;0.051;0.32799999999999996;-0.96
405.0;15.036;15.672;0.33399999999999996;0.474;-1.26
376.0;16.909000000000002;16.764;-0.48;-0.14400000000000002;-1.295
122.0;17.559;17.636;0.395;0.7609999999999999;-0.005
494.0;15.849;16.354;-0.284;-0.381;-0.507
706.0;17.183;16.406;0.289;0.319;-0.691
526.0;14.966;16.180999999999994;-0.21100000000000002;-0.508;-0.28300000000000003
561.0;17.302;17.33;0.866;0.7809999999999999;-0.838
497.0;15.850999999999999;15.526;-0.4;-0.34299999999999997;-0.344
529.0;17.387;17.741;0.198;0.257;-0.375
968.0;16.539;16.567999999999998;-1.003;-0.638;-1.04
486.0;15.942;15.313;-0.583;-0.185;-0.3
234.0;17.910999999999994;15.863;0.033;0.071;0.033
957.0;16.428;16.573;-0.961;-0.74;-0.9359999999999999
848.0;16.502;15.865;-0.8140000000000001;-0.20800000000000002;-0.307
865.0;16.253;16.885;-0.049;-0.258;-0.772
409.0;17.897000000000006;16.135;-0.504;-0.5489999999999999;-0.40399999999999997
;17.566;16.843;-0.022000000000000002;0.336;0.12300000000000001
707.0;17.618000000000006;16.204;-0.125;0.752;-0.136
718.0;17.55;16.324;-0.16399999999999998;0.684;-0.18100000000000002
372.0;15.212;15.879;0.40299999999999997;-0.016;0.124
979.0;43236,00;16.542;-0.982;-0.6709999999999999;-1.006
283.0;15.928999999999998;16.694000000000006;0.381;0.5;-0.721
354.0;17.125;16.846;-0.37799999999999995;-0.233;-1.072
449.0;14.842;16.18;-0.05;0.8170000000000001;-1.308
288.0;17.311;15.588;-0.49;-0.512;-0.27699999999999997
383.0;15.164;15.824000000000002;0.317;0.059000000000000004;-0.024
540.0;17.500999999999998;17.695999999999994;0.245;0.6890000000000001;-0.084
365.0;16.914;16.747;-0.479;-0.32299999999999995;-1.087
470.0;15.532;43267,00;-0.11;0.314;-1.248
426.0;15.893;16.633;0.402;1.097;-1.327
946.0;16.339000000000002;16.444000000000006;-0.858;-0.732;-0.809
879.0;16.545;;-0.177;-0.494;-0.7859999999999999
899.0;16.037;16.514;-0.363;-0.425;-0.7120000000000001
988.0;15.736;16.515;-1.2819999999999998;-0.14;-0.863
266.0;17.389;15.622;-0.618;-0.21899999999999997;-0.285
343.0;17.307000000000002;16.925;-0.32799999999999996;-0.16899999999999998;-0.9359999999999999
869.0;15.311;15.595;-0.6629999999999999;0.106;-0.325
695.0;43207,00;16.364;0.451;0.35;-0.556
858.0;15.289;15.695;-0.691;-0.13699999999999998;-0.28800000000000003
420.0;17.718;43116,00;-0.41100000000000003;-0.61;-0.266
891.0;15.237;15.848;-0.792;-0.124;-0.107
866.0;15.961;16.413;-0.381;-0.19399999999999998;-0.614
222.0;18.236;16.66;0.159;0.557;-0.301
404.0;16.016;16.317;0.857;1.403;-1.253
514.0;15.339;16.457;-0.019;0.345;-1.355
474.0;15.607;15.164;-0.966;-0.461;-0.27699999999999997
550.0;18.216;17.303;0.924;1.307;-0.34600000000000003
657.0;15.765;16.805;-0.5660000000000001;-0.247;-0.409
332.0;17.335;16.855;-0.466;-0.19;-0.721
663.0;17.518;16.096;0.022000000000000002;0.8320000000000001;-0.33299999999999996
593.0;16.634;16.835;0.29;0.6809999999999999;0.431
907.0;16.544;16.435;-0.307;-0.387;-0.6
935.0;16.164;16.303;-0.9109999999999999;-0.5920000000000001;-0.631
515.0;14.96;16.176;0.003;-0.609;-0.177
859.0;15.943;15.833;-0.365;-0.665;-0.512
646.0;15.826;16.918;-0.11800000000000001;-0.267;-0.162
223.0;17.974;15.945;0.084;0.063;0.047
908.0;16.48;16.822;0.14;-0.62;-1.0979999999999999
880.0;15.244000000000002;15.723;-0.741;0.075;-0.26
885.0;16.794;16.565;-0.225;-0.33899999999999997;-0.677
563.0;17.406;17.204;-0.337;0.261;-0.332
924.0;15.953;16.206;-1.117;-0.423;-0.336
780.0;16.593;16.469;-0.09;0.322;-0.387
394.0;15.115;15.879;0.43;-0.013000000000000001;0.018000000000000002
978.0;16.691;16.439;0.011000000000000001;0.11900000000000001;-1.219
877.0;15.917;16.423;-0.5579999999999999;-0.12300000000000001;-0.53
321.0;16.707;15.339;-0.643;-0.094;-0.132
485.0;15.605;15.183;-0.672;-0.687;-0.449
737.0;17.623;17.843;0.107;0.7020000000000001;-1.256
453.0;17.548000000000002;16.176;-0.10400000000000001;-0.752;-0.33399999999999996
398.0;17.79;16.074;-0.625;-0.366;-0.326
987.0;43147,00;17.029;-0.18899999999999997;0.521;-0.773
361.0;15.255999999999998;16.183;0.35700000000000004;0.04;0.203
726.0;17.537;17.833;0.066;0.738;-1.382
272.0;15.921;16.861;0.335;0.435;-0.546
888.0;15.948;16.426;-0.49;-0.218;-0.618
939.0;16.926000000000002;16.789;-0.099;-0.135;-0.395
299.0;17.163;15.455;-0.643;-0.231;-0.18600000000000005
850.0;17.974;15.973;-0.424;-0.009000000000000001;-0.305
649.0;16.883;18.026;0.036000000000000004;0.569;-1.15
;18.079;16.785999999999998;0.128;0.588;-0.462
552.0;17.323;17.102;-0.425;-0.096;-0.373
;16.628999999999998;16.541;-0.317;-0.37;-0.5
327.0;15.923;16.393;0.324;0.39899999999999997;-0.6579999999999999
902.0;15.246;15.802;-0.782;-0.154;0.023
524.0;15.487;16.829;0.342;0.693;-0.601
415.0;15.955;16.387;0.625;1.4769999999999999;-1.207
233.0;18.21;16.694000000000006;0.121;0.583;-0.40299999999999997
748.0;17.618000000000006;17.901;0.151;0.654;-1.286
475.0;16.039;15.33;-0.536;-0.33;-0.268
464.0;16.247;15.47;-0.52;-0.4;-0.386
696.0;17.684;16.070999999999998;0.037000000000000005;0.8140000000000001;-0.332
956.0;16.604;16.366;0.067;0.044000000000000004;-1.3519999999999999
594.0;16.863;17.898;0.17;0.6759999999999999;-1.033
913.0;15.312999999999999;;-0.6920000000000001;-0.105;-0.14300000000000002
868.0;16.517;16.102;-0.162;-0.547;-0.7909999999999999
255.0;18.067;16.78;0.192;0.706;-0.446
694.0;16.967;17.453;0.317;0.9470000000000001;-0.324
616.0;17.027;17.98;0.131;0.8320000000000001;-1.157
890.0;16.554000000000002;16.141;-0.098;-0.557;-0.889
519.0;15.574000000000002;15.703;-0.124;-0.244;-0.423
627.0;17.0;18.028;0.10400000000000001;0.759;-1.18
638.0;16.945;18.059;0.054000000000000006;0.639;-1.121
683.0;16.947;17.473;0.261;0.983;-0.431
681.0;16.293;16.186;0.23399999999999999;1.0290000000000001;-0.856
201.0;17.97;16.117;0.096;-0.121;0.067
863.0;16.935;16.662;-0.086;-0.361;-0.774
759.0;17.547;17.985;0.158;0.59;-1.318
605.0;16.980999999999998;17.997;0.17800000000000002;0.847;-1.16
493.0;14.989;15.982;0.5429999999999999;0.154;-0.841
670.0;16.451999999999998;16.317999999999998;0.46299999999999997;0.863;-1.131
447.0;15.585;16.59;0.975;0.42;-0.825
786.0;17.145;16.445;0.207;-0.067;-0.013000000000000001
676.0;17.535999999999998;17.047;-0.145;0.203;0.24600000000000002
874.0;16.925;16.608;-0.075;-0.377;-0.74
672.0;16.965999999999998;17.48;0.179;1.005;-0.54
661.0;17.034000000000002;17.435;0.19699999999999998;0.9259999999999999;-0.45
961.0;16.95;16.757;0.11900000000000001;-0.397;-0.396
586.0;17.705;16.378;-0.602;0.335;-0.114
976.0;16.048000000000002;16.892;-0.087;0.613;-0.685
480.0;15.526;17.049;0.071;0.877;-1.355
703.0;16.311;16.343;0.156;43101,00;-0.611
705.0;16.965999999999998;17.514;0.142;0.932;-0.10400000000000001
212.0;;16.081;0.08900000000000001;-0.016;0.115
791.0;16.715;16.402;-0.011000000000000001;0.502;-0.557
671.0;15.948;17.667;0.512;-0.377;-0.358
302.0;17.158;16.410999999999998;0.5379999999999999;-0.077;-0.995
918.0;16.433;16.381;-0.179;-0.51;-0.846
294.0;15.932;16.548;0.45299999999999996;0.5770000000000001;-0.5429999999999999
508.0;15.684000000000001;15.872;-0.28600000000000003;-0.46299999999999997;-0.294
692.0;16.211;16.185;0.078;1.006;-0.722
42.0;16.313;17.424;-0.225;0.441;0.20600000000000002
483.0;15.827;16.319000000000006;-0.38799999999999996;-0.32799999999999996;-0.48
770.0;17.54;18.049;0.27399999999999997;0.532;-1.113
660.0;15.934000000000001;17.617;0.504;-0.315;-0.226
305.0;15.913;16.474;0.365;0.495;-0.473
316.0;15.871;16.393;0.19899999999999998;0.308;-0.478
274.0;43360,00;16.29;0.418;0.757;-0.898
472.0;15.875;16.32;-0.467;-0.254;-0.415
329.0;17.289;15.852;0.382;0.47600000000000003;-1.05
984.0;17.076;16.683;0.162;-0.39899999999999997;-0.882
53.0;16.316;17.393;-0.193;0.5539999999999999;0.245
923.0;16.364;15.916;-0.33299999999999996;-0.36200000000000004;-1.0490000000000002
967.0;16.675;16.320999999999998;0.217;0.135;-1.3880000000000001
714.0;16.339000000000002;16.363;0.24600000000000002;0.9109999999999999;-0.415
313.0;16.997;16.574;0.4270000000000001;-0.017;-1.146
693.0;16.323999999999998;17.854;0.303;0.29600000000000004;-0.358
839.0;17.979;15.967;-0.4;-0.08;-0.136
318.0;;16.076;0.442;0.509;-1.181
948.0;16.758;16.051;-0.504;-0.21100000000000002;-0.513
781.0;17.609;18.021;0.41700000000000004;0.502;-0.86
296.0;16.98;16.235;0.3720000000000001;0.563;-1.0270000000000001
68.0;18.184;16.75;0.14400000000000002;0.462;-0.24
725.0;16.336;16.221;0.185;0.861;-0.237
111.0;17.95;17.561;0.39299999999999996;0.835;-0.028999999999999998
307.0;17.024;16.052;0.479;0.517;-1.105
953.0;16.34;17.022000000000002;0.914;0.613;0.023
687.0;17.555;17.117;-0.057;0.018000000000000002;0.281
285.0;17.076999999999998;16.265;0.40299999999999997;0.691;-1.012
253.0;17.942;17.802;0.626;1.3030000000000002;-0.192
973.0;17.096;16.654;0.212;-0.45399999999999996;-0.815
674.0;17.605;16.009;0.149;0.813;-0.484
9.0;16.352;;-0.466;0.7020000000000001;0.06
779.0;15.543;17.86;-0.332;0.18899999999999997;-0.521
942.0;16.366;17.051;0.878;0.627;-0.111
242.0;18.047;17.742;0.5920000000000001;1.2890000000000001;-0.163
231.0;18.177;17.711;0.535;1.318;-0.115
31.0;16.259999999999998;17.642;-0.516;0.7070000000000001;-0.16899999999999998
685.0;17.697;16.055999999999994;0.026000000000000002;0.902;-0.522
704.0;16.355999999999998;17.945;0.28;0.272;-0.539
931.0;16.358;17.255;0.841;0.512;-0.259
64.0;16.131;17.531;-0.493;0.862;-0.106
650.0;16.128999999999998;16.844;-0.013000000000000001;0.126;-1.218
876.0;16.203;16.903;0.129;-0.141;-0.6459999999999999
790.0;15.505999999999998;17.892;-0.3670000000000001;0.36200000000000004;-0.583
813.0;16.933;16.574;-0.377;0.147;-0.606
20.0;16.326999999999998;17.572;-0.45299999999999996;0.745;-0.066
965.0;;16.788;-0.102;0.68;-0.637
682.0;16.105999999999998;17.891;0.41100000000000003;-0.095;-0.436
436.0;15.583;16.535999999999998;0.885;0.5329999999999999;-0.757
458.0;15.597;16.409000000000002;1.003;0.47;-0.47700000000000004
131.0;16.942;16.692;-0.17300000000000001;0.226;0.20199999999999999
431.0;17.442;15.989;-0.44299999999999995;-0.531;-0.062
456.0;17.018;16.467;-0.13;-0.6890000000000001;-0.684
690.0;43206,00;16.664;0.5579999999999999;0.841;-0.133
522.0;15.878;16.352999999999998;0.345;-0.10400000000000001;-0.54
575.0;18.031;43206,00;-0.444;0.53;0.061
442.0;17.486;16.247;-0.48700000000000004;-0.653;-0.027999999999999997
768.0;15.681;17.922;-0.228;0.161;-0.47
932.0;16.023;16.816;-0.317;0.4920000000000001;-0.674
805.0;17.36;15.646;-0.425;0.083;-0.235
729.0;17.899;16.116;0.162;-0.07400000000000001;-0.106
853.0;17.182000000000002;16.871;0.688;-0.14400000000000002;-0.93
310.0;16.750999999999998;15.179;-0.581;0.031;0.068
79.0;18.291;16.785999999999998;0.145;0.564;-0.22899999999999998
735.0;15.978;17.904;-0.07400000000000001;0.46399999999999997;-0.541
775.0;17.271;16.377;0.083;-0.038;0.166
740.0;17.869;16.067;0.149;0.022000000000000002;-0.133
574.0;18.183;17.215;-0.161;;0.018000000000000002
450.0;17.093;16.346;-0.031;-0.14800000000000002;-1.262
539.0;18.907;17.247;0.8909999999999999;1.453;-0.08900000000000001
824.0;16.811;16.444000000000006;-0.348;0.126;-0.614
937.0;16.631;15.956;-0.45899999999999996;-0.012;-0.591
919.0;16.43;16.759;0.285;-0.466;-1.409
849.0;17.149;15.854;-0.172;-0.419;-0.307
962.0;17.062;16.582;0.252;-0.4;-0.773
417.0;17.335;16.234;0.033;0.478;-1.558
220.0;18.344;17.637;0.535;1.319;-0.012
912.0;16.409000000000002;15.981;-0.268;-0.564;-0.7879999999999999
716.0;17.0;17.795;-0.01;43282,00;-0.061
461.0;17.248;16.402;0.121;0.05;-1.435
428.0;17.188;43420,00;0.187;0.096;-1.538
828.0;18.041;16.019000000000002;-0.233;-0.068;-0.268
757.0;15.862;18.039;-0.17600000000000002;0.262;-0.551
712.0;15.917;15.789;-0.172;1.054;0.387
582.0;16.625;16.845;0.12300000000000001;0.767;0.223
943.0;16.076;16.893;-0.188;0.552;-0.507
595.0;16.738;16.977;-0.121;0.499;-0.99
628.0;16.413;17.102999999999998;-0.07200000000000001;0.368;-0.8540000000000001
928.0;16.881;16.752;0.14300000000000002;-0.231;-0.376
113.0;;16.32;-0.063;0.09699999999999999;-0.073
751.0;;16.122;0.168;-0.024;-0.268
617.NaN.515;17.039;-0.047;0.384;-0.7609999999999999;
794.0;17.186;15.71;-0.445;0.113;-0.136
639.0;16.289;17.062;-0.127;0.32799999999999996;-1.092
324.0;16.747;16.539;0.47600000000000003;-0.11599999999999999;-0.945
816.0;17.323999999999998;15.869000000000002;-0.56;-0.03;-0.192
959.0;16.768;16.296;-0.5529999999999999;-0.44299999999999995;-0.413
954.0;16.081;16.88;-0.128;0.612;-0.504
300.0;18.389;15.577;0.289;-0.092;-0.633
551.0;43422,00;17.581;0.27699999999999997;1.129;0.366
746.0;15.972;18.108;-0.146;0.467;-0.654
926.0;16.559;15.833;-0.445;0.168;-0.684
715.0;16.663;18.079;0.295;0.24600000000000002;-0.687
528.0;18.851;17.206;0.8640000000000001;1.196;-0.3
487.0;16.369;16.348;-0.061;0.555;-0.594
90.0;18.024;16.949;0.127;0.478;-0.32299999999999995
635.0;15.861;17.045;-0.146;0.172;-0.124
606.0;16.660999999999998;17.007;-0.017;0.377;-0.775
808.0;17.511;16.533;0.011000000000000001;0.11800000000000001;-0.621
393.0;16.154;17.13;-0.535;1.159;-0.12300000000000001
897.0;16.445999999999998;17.073;0.237;-0.625;-1.067
901.0;16.490000000000002;16.159000000000002;-0.11199999999999999;-0.657;-0.789
406.0;17.472;16.26;-0.045;0.6809999999999999;-1.399
498.0;16.419;16.451;0.049;0.449;-0.6759999999999999
291.0;17.445;16.244;0.7709999999999999;-0.11199999999999999;-0.7070000000000001
209.0;18.493;17.570999999999998;0.556;1.291;0.121
981.0;16.532;15.992;-0.48200000000000004;-0.231;-0.7240000000000001
531.0;18.232;43450,00;-0.23;0.217;-0.009000000000000001
439.0;43298,00;16.153;0.142;-0.031;-1.4369999999999998
504.0;14.951;16.005;0.253;-0.078;-0.17800000000000002
835.0;16.730999999999998;16.432000000000002;-0.27;0.242;-0.523
322.0;18.292;15.519;0.22;0.034;-0.6920000000000001
964.0;16.294;17.223;0.8140000000000001;0.563;0.062
112.0;18.196;16.848;0.084;0.636;-0.275
198.0;18.452;17.562;0.551;1.248;0.129
124.0;17.948999999999995;16.346;-0.021;0.109;-0.147
802.0;16.988;16.649;-0.32799999999999996;0.321;-0.5589999999999999
311.0;18.404;15.526;0.428;-0.113;-0.61
102.0;18.088;16.27;-0.037000000000000005;0.163;-0.027000000000000003
482.0;15.053;15.751;0.594;0.27;-0.7829999999999999
787.0;16.660999999999998;16.498;0.589;0.078;0.221
679.0;16.011;16.291;0.6629999999999999;0.96;0.023
101.0;18.055;16.927;0.08800000000000001;0.509;-0.27899999999999997
701.0;16.104;16.168;0.307;1.203;0.24600000000000002
512.0;16.105999999999998;16.519000000000002;0.591;0.708;-1.515
245.0;17.948;16.273;-0.11199999999999999;-0.064;0.307
983.0;;16.957;0.34600000000000003;-0.392;-0.711
972.0;16.982;16.929000000000002;0.226;-0.46299999999999997;-0.555
69.0;18.046;16.022000000000002;0.034;0.321;-0.19
280.0;17.555;15.998;1.014;0.061;-0.599
817.0;18.101;16.081;-0.067;-0.10400000000000001;-0.408
399.0;18.115;43266,00;0.252;-0.098;-0.8740000000000001
764.0;17.42;16.262;-0.062;0.16699999999999998;0.337
698.0;17.555999999999994;17.285;0.077;-0.064;0.287
89.0;18.144;17.461;0.5720000000000001;0.775;0.154
55.0;16.396;17.642;-0.096;0.488;-0.524
80.0;18.048;16.17;-0.047;0.336;-0.098
762.0;17.825;16.246;0.18;-0.09300000000000001;-0.35100000000000003
410.0;18.074;15.507;0.27;-0.153;-0.6729999999999999
796.0;17.737000000000005;16.926;0.13;-0.33;-0.7829999999999999
425.0;15.616;16.498;0.809;0.66;-0.613
100.0;18.105;17.509;0.48700000000000004;0.809;0.044000000000000004
842.0;17.117;16.974;0.764;-0.03;-1.023
875.0;43267,00;17.445;-0.11;-0.499;-1.2009999999999998
510.0;16.15;16.41;0.9129999999999999;-0.391;-0.33799999999999997
267.0;18.434;15.723;0.14400000000000002;-0.047;-0.6940000000000001
471.0;15.097999999999999;15.702;0.8420000000000001;-0.158;-0.9059999999999999
0.0;16.361;17.627;-0.38799999999999996;0.529;-0.8740000000000001
511.0;16.038;16.528;0.282;-0.149;-0.603
784.0;17.896;16.285;0.152;-0.08900000000000001;-0.29600000000000004
289.0;;15.628;0.11699999999999999;0.053;-0.611
44.0;16.407;17.662;-0.13699999999999998;0.493;-0.4920000000000001
501.0;16.051000000000002;16.768;0.249;0.8029999999999999;-1.479
797.0;17.406;16.515;-0.13699999999999998;0.095;-0.731
819.0;17.511;16.406;0.198;0.059000000000000004;-0.589
822.0;16.172;15.970999999999998;0.503;0.273;0.326
82.0;;15.921;-0.0;-0.175;0.792
72.0;16.859;15.688;0.13699999999999998;0.631;0.547
22.0;16.335;17.686;-0.359;0.57;-0.6759999999999999
773.0;17.852999999999994;16.296;0.146;-0.083;-0.314
33.0;16.375999999999998;17.675;-0.273;0.561;-0.5770000000000001
857.0;16.65;16.248;-0.22399999999999998;0.53;-0.358
469.0;15.627;16.597;0.192;1.133;-1.131
744.0;16.089000000000002;16.929000000000002;0.8109999999999999;0.495;-0.142
564.0;18.207;16.329;-0.40299999999999997;0.604;0.19699999999999998
91.0;18.086;16.253;0.005;0.22899999999999998;-0.009000000000000001
864.0;16.682000000000002;17.430999999999994;-0.0;-0.192;-1.33
855.0;16.095;17.055;0.578;0.353;-0.517
755.0;16.023;16.594;0.759;0.6;0.069
648.0;16.265;17.144000000000002;0.023;0.22399999999999998;-0.745
165.0;18.583;18.268;0.43;0.9229999999999999;-1.486
11.0;16.347;17.765;-0.353;0.537;-0.797
269.0;17.503;15.848;42370,00;0.122;-0.809
887.0;16.153;17.067;-0.02;0.005;-0.5770000000000001
382.0;16.137999999999998;16.922;-0.223;1.264;0.19399999999999998
